036122000090001,4000401,1313     ,4000401,OMR30
036122000090002,4000402,3123     ,4000402,OMR30
036122000090003,4000403,5313     ,4000403,OMR30
036122000090004,4000404,1313     ,4000404,OMR30
036122000090005,4000405,3513     ,4000405,OMR30
036122000090006,4000406,1313     ,4000406,OMR30
036122000090007,4000407,3513     ,4000407,OMR30
036122000090008,4000408,1313     ,4000408,OMR30
036122000090009,4000409,5123     ,4000409,OMR30
036122000090010,4000410,3121     ,4000410,OMR30
036122000090011,4000411,6513     ,4000411,OMR30
036122000090012,4000412,1313     ,4000412,OMR30
036122000090013,4000413,1323     ,4000413,OMR30
036122000090014,4000414,1513     ,4000414,OMR30
036122000090015,4000415,1323     ,4000415,OMR30
036122000090016,4000416,1323     ,4000416,OMR30
036122000090017,4000417,3113     ,4000417,OMR30
036122000090018,4000418,7313     ,4000418,OMR30
036122000090019,4000419,1313     ,4000419,OMR30
036122000090020,4000420,1313     ,4000420,OMR30
036122000090021,4000421,1313     ,4000421,OMR30
036122000090022,4000422,3113     ,4000422,OMR30
036122000090023,4000423,1313     ,4000423,OMR30
036122000090024,4000424,3513     ,4000424,OMR30
036122000090025,4000425,1313     ,4000425,OMR30
036122000090026,4000426,3113     ,4000426,OMR30
036122000090027,4000427,1133     ,4000427,OMR30
036122000090028,4000428,3131     ,4000428,OMR30
036122000090029,4000429,1313     ,4000429,OMR30
036122000090030,4000430,1313     ,4000430,OMR30
036122000090031,4000431,1313     ,4000431,OMR30
036122000090032,4000432,1323     ,4000432,OMR30
036122000090033,4000433,1313     ,4000433,OMR30
036122000090034,4000434,1313     ,4000434,OMR30
036122000090035,4000435,1313     ,4000435,OMR30
036122000090036,4000437,1313     ,4000437,OMR30
036122000090037,4000438,5113     ,4000438,OMR30
036122000090038,4000439,1313     ,4000439,OMR30
036122000090039,4000440,1313     ,4000440,OMR30
036122000090040,4000441,1313     ,4000441,OMR30
036122000090041,4000442,1513     ,4000442,OMR30
036122000090042,4000443,1313     ,4000443,OMR30
036122000090043,4000444,1313     ,4000444,OMR30
036122000090044,4000445,1313     ,4000445,OMR30
036122000090045,4000446,1313     ,4000446,OMR30
036122000090046,4000447,1313     ,4000447,OMR30
036122000090047,4000448,1321     ,4000448,OMR30
036122000090048,4000449,1321     ,4000449,OMR30
036122000090049,4000450,6521     ,4000450,OMR30
036122000090050,4000436,5313     ,4000436,OMR30
