036121000020001,3000051,5121     ,3000051,OMR30
036121000020002,3000052,5121     ,3000052,OMR30
036121000020003,3000053,5121     ,3000053,OMR30
036121000020004,3000054,7121     ,3000054,OMR30
036121000020005,3000055,5121     ,3000055,OMR30
036121000020006,3000056,1313     ,3000056,OMR30
036121000020007,3000057,1313     ,3000057,OMR30
036121000020008,3000058,1313     ,3000058,OMR30
036121000020009,3000059,1313     ,3000059,OMR30
036121000020010,3000060,1313     ,3000060,OMR30
036121000020011,3000061,5121     ,3000061,OMR30
036121000020012,3000062,5121     ,3000062,OMR30
036121000020013,3000063,5121     ,3000063,OMR30
036121000020014,3000064,5121     ,3000064,OMR30
036121000020015,3000065,5121     ,3000065,OMR30
036121000020016,3000066,6121     ,3000066,OMR30
036121000020017,3000067,5121     ,3000067,OMR30
036121000020018,3000068,5121     ,3000068,OMR30
036121000020019,3000069,5121     ,3000069,OMR30
036121000020020,3000070,5121     ,3000070,OMR30
036121000020021,3000071,5121     ,3000071,OMR30
036121000020022,3000072,5121     ,3000072,OMR30
036121000020023,3000073,5121     ,3000073,OMR30
036121000020024,3000074,5121     ,3000074,OMR30
036121000020025,3000075,5121     ,3000075,OMR30
036121000020026,3000076,6131     ,3000076,OMR30
036121000020027,3000077,5121     ,3000077,OMR30
036121000020028,3000078,5121     ,3000078,OMR30
036121000020029,3000079,5121     ,3000079,OMR30
036121000020030,3000080,5121     ,3000080,OMR30
036121000020031,3000081,3531     ,3000081,OMR30
036121000020032,3000082,3531     ,3000082,OMR30
036121000020033,3000083,3531     ,3000083,OMR30
036121000020034,3000084,3531     ,3000084,OMR30
036121000020035,3000085,3531     ,3000085,OMR30
036121000020036,3000086,3531     ,3000086,OMR30
036121000020037,3000087,3531     ,3000087,OMR30
036121000020038,3000088,3531     ,3000088,OMR30
036121000020039,3000089,3531     ,3000089,OMR30
036121000020040,3000090,3531     ,3000090,OMR30
036121000020041,3000091,3531     ,3000091,OMR30
036121000020042,3000092,3531     ,3000092,OMR30
036121000020043,3000093,3531     ,3000093,OMR30
036121000020044,3000094,3531     ,3000094,OMR30
036121000020045,3000095,3531     ,3000095,OMR30
036121000020046,3000096,3531     ,3000096,OMR30
036121000020047,3000097,3531     ,3000097,OMR30
036121000020048,3000098,3531     ,3000098,OMR30
036121000020049,3000099,3531     ,3000099,OMR30
036121000020050,3000100,3531     ,3000100,OMR30
