016111000710001,1003501,121321221,1003501,OMR29
016111000710002,1003502,123123212,1003502,OMR29
016111000710003,1003503,12343122 ,1003503,OMR29
016111000710004,1003504,12331422*,1003504,OMR29
016111000710005,1003505,121331211,1003505,OMR29
016111000710006,1003506,123431212,1003506,OMR29
016111000710007,1003507,12312322 ,1003507,OMR29
016111000710008,1003508,12132321 ,1003508,OMR29
016111000710009,1003509,12332121 ,1003509,OMR29
016111000710010,1003510,12342322 ,1003510,OMR29
016111000710011,1003511,12134332 ,1003511,OMR29
016111000710012,1003512,12313422 ,1003512,OMR29
016111000710013,1003513,12132322 ,1003513,OMR29
016111000710014,1003514,12311322 ,1003514,OMR29
016111000710015,1003515,12132321 ,1003515,OMR29
016111000710016,1003516,12131321 ,1003516,OMR29
016111000710017,1003517,12632321 ,1003517,OMR29
016111000710018,1003518,12343132 ,1003518,OMR29
016111000710019,1003519,11111111 ,1003519,OMR29
016111000710020,1003520,12132111 ,1003520,OMR29
016111000710021,1003521,12111111 ,1003521,OMR29
016111000710022,1003522,11332322 ,1003522,OMR29
016111000710023,1003523,11331322 ,1003523,OMR29
016111000710024,1003524,12132322 ,1003524,OMR29
016111000710025,1003525,12133122 ,1003525,OMR29
016111000710026,1003526,12332122 ,1003526,OMR29
016111000710027,1003527,12332112 ,1003527,OMR29
016111000710028,1003528,11111111 ,1003528,OMR29
016111000710029,1003529,11111111 ,1003529,OMR29
016111000710030,1003530,11111111 ,1003530,OMR29
016111000710031,1003531,12332111 ,1003531,OMR29
016111000710032,1003532,11111111 ,1003532,OMR29
016111000710033,1003533,11111111 ,1003533,OMR29
016111000710034,1003534,11111111 ,1003534,OMR29
016111000710035,1003535,11111111 ,1003535,OMR29
016111000710036,1003536,11111111 ,1003536,OMR29
016111000710037,1003537,11111111 ,1003537,OMR29
016111000710038,1003538,12531322 ,1003538,OMR29
016111000710039,1003539,21313132 ,1003539,OMR29
016111000710040,1003540,12312321 ,1003540,OMR29
016111000710041,1003541,12342321 ,1003541,OMR29
016111000710042,1003542,12534322 ,1003542,OMR29
016111000710043,1003543,12313122 ,1003543,OMR29
016111000710044,1003544,12313122 ,1003544,OMR29
016111000710045,1003545,12132321 ,1003545,OMR29
016111000710046,1003546,12313132 ,1003546,OMR29
016111000710047,1003547,123131222,1003547,OMR29
016111000710048,1003548,123123211,1003548,OMR29
016111000710049,1003549,123143212,1003549,OMR29
016111000710050,1003550,123313211,1003550,OMR29
