036122000020001,4000051,1313     ,4000051,OMR30
036122000020002,4000052,1313     ,4000052,OMR30
036122000020003,4000053,3321     ,4000053,OMR30
036122000020004,4000054,1331     ,4000054,OMR30
036122000020005,4000055,1323     ,4000055,OMR30
036122000020006,4000056,1123     ,4000056,OMR30
036122000020007,4000057,3311     ,4000057,OMR30
036122000020008,4000058,1123     ,4000058,OMR30
036122000020009,4000059,1311     ,4000059,OMR30
036122000020010,4000060,3123     ,4000060,OMR30
036122000020011,4000061,3313     ,4000061,OMR30
036122000020012,4000062,3123     ,4000062,OMR30
036122000020013,4000063,3123     ,4000063,OMR30
036122000020014,4000064,3123     ,4000064,OMR30
036122000020015,4000065,3123     ,4000065,OMR30
036122000020016,4000066,1323     ,4000066,OMR30
036122000020017,4000067,1323     ,4000067,OMR30
036122000020018,4000068,3121     ,4000068,OMR30
036122000020019,4000069,3123     ,4000069,OMR30
036122000020020,4000070,3113     ,4000070,OMR30
036122000020021,4000071,1323     ,4000071,OMR30
036122000020022,4000072,1323     ,4000072,OMR30
036122000020023,4000073,1123     ,4000073,OMR30
036122000020024,4000074,3313     ,4000074,OMR30
036122000020025,4000075,1323     ,4000075,OMR30
036122000020026,4000076,3113     ,4000076,OMR30
036122000020027,4000077,1313     ,4000077,OMR30
036122000020028,4000078,1123     ,4000078,OMR30
036122000020029,4000079,3133     ,4000079,OMR30
036122000020030,4000080,1123     ,4000080,OMR30
036122000020031,4000081,3123     ,4000081,OMR30
036122000020032,4000082,1323     ,4000082,OMR30
036122000020033,4000083,1123     ,4000083,OMR30
036122000020034,4000084,3323     ,4000084,OMR30
036122000020035,4000085,3123     ,4000085,OMR30
036122000020036,4000086,1323     ,4000086,OMR30
036122000020037,4000087,1313     ,4000087,OMR30
036122000020038,4000088,1113     ,4000088,OMR30
036122000020039,4000089,3123     ,4000089,OMR30
036122000020040,4000090,1123     ,4000090,OMR30
036122000020041,4000091,1123     ,4000091,OMR30
036122000020042,4000092,1313     ,4000092,OMR30
036122000020043,4000093,3113     ,4000093,OMR30
036122000020044,4000094,3321     ,4000094,OMR30
036122000020045,4000095,1323     ,4000095,OMR30
036122000020046,4000096,3323     ,4000096,OMR30
036122000020047,4000097,1323     ,4000097,OMR30
036122000020048,4000098,3313     ,4000098,OMR30
036122000020049,4000099,1123     ,4000099,OMR30
036122000020050,4000100,1331     ,4000100,OMR30
