036121000030001,3000101,3531     ,3000101,OMR30
036121000030002,3000102,3531     ,3000102,OMR30
036121000030003,3000103,3531     ,3000103,OMR30
036121000030004,3000104,3531     ,3000104,OMR30
036121000030005,3000105,3531     ,3000105,OMR30
036121000030006,3000106,3531     ,3000106,OMR30
036121000030007,3000107,3531     ,3000107,OMR30
036121000030008,3000108,3531     ,3000108,OMR30
036121000030009,3000109,3531     ,3000109,OMR30
036121000030010,3000110,1313     ,3000110,OMR30
036121000030011,3000111,1313     ,3000111,OMR30
036121000030012,3000112,1313     ,3000112,OMR30
036121000030013,3000113,1313     ,3000113,OMR30
036121000030014,3000114,1313     ,3000114,OMR30
036121000030015,3000115,1313     ,3000115,OMR30
036121000030016,3000116,1313     ,3000116,OMR30
036121000030017,3000117,1313     ,3000117,OMR30
036121000030018,3000118,1313     ,3000118,OMR30
036121000030019,3000119,1313     ,3000119,OMR30
036121000030020,3000120,1313     ,3000120,OMR30
036121000030021,3000121,1313     ,3000121,OMR30
036121000030022,3000122,1313     ,3000122,OMR30
036121000030023,3000123,1313     ,3000123,OMR30
036121000030024,3000124,1313     ,3000124,OMR30
036121000030025,3000125,3333     ,3000125,OMR30
036121000030026,3000126,3331     ,3000126,OMR30
036121000030027,3000127,3131     ,3000127,OMR30
036121000030028,3000128,3533     ,3000128,OMR30
036121000030029,3000129,3131     ,3000129,OMR30
036121000030030,3000130,1313     ,3000130,OMR30
036121000030031,3000131,5313     ,3000131,OMR30
036121000030032,3000132,3333     ,3000132,OMR30
036121000030033,3000133,3333     ,3000133,OMR30
036121000030034,3000134,3333     ,3000134,OMR30
036121000030035,3000135,3333     ,3000135,OMR30
036121000030036,3000136,3333     ,3000136,OMR30
036121000030037,3000137,3333     ,3000137,OMR30
036121000030038,3000138,3333     ,3000138,OMR30
036121000030039,3000139,3333     ,3000139,OMR30
036121000030040,3000140,3333     ,3000140,OMR30
036121000030041,3000141,3333     ,3000141,OMR30
036121000030042,3000142,1313     ,3000142,OMR30
036121000030043,3000143,1313     ,3000143,OMR30
036121000030044,3000144,1313     ,3000144,OMR30
036121000030045,3000145,1313     ,3000145,OMR30
036121000030046,3000146,1333     ,3000146,OMR30
036121000030047,3000147,3333     ,3000147,OMR30
036121000030048,3000148,3333     ,3000148,OMR30
036121000030049,3000149,3333     ,3000149,OMR30
036121000030050,3000150,3333     ,3000150,OMR30
