036122000010001,4000001,5321     ,4000001,OMR30
036122000010002,4000002,1321     ,4000002,OMR30
036122000010003,4000003,6523     ,4000003,OMR30
036122000010004,4000004,3323     ,4000004,OMR30
036122000010005,4000005,6323     ,4000005,OMR30
036122000010006,4000006,5533     ,4000006,OMR30
036122000010007,4000007,6323     ,4000007,OMR30
036122000010008,4000008,6321     ,4000008,OMR30
036122000010009,4000009,1323     ,4000009,OMR30
036122000010010,4000010,6523     ,4000010,OMR30
036122000010011,4000011,1333     ,4000011,OMR30
036122000010012,4000012,7523     ,4000012,OMR30
036122000010013,4000013,5523     ,4000013,OMR30
036122000010014,4000014,1323     ,4000014,OMR30
036122000010015,4000015,5523     ,4000015,OMR30
036122000010016,4000016,5523     ,4000016,OMR30
036122000010017,4000017,1123     ,4000017,OMR30
036122000010018,4000018,5523     ,4000018,OMR30
036122000010019,4000019,6321     ,4000019,OMR30
036122000010020,4000020,1123     ,4000020,OMR30
036122000010021,4000021,5323     ,4000021,OMR30
036122000010022,4000022,5521     ,4000022,OMR30
036122000010023,4000023,7323     ,4000023,OMR30
036122000010024,4000024,3111     ,4000024,OMR30
036122000010025,4000025,3323     ,4000025,OMR30
036122000010026,4000026,5321     ,4000026,OMR30
036122000010027,4000027,6533     ,4000027,OMR30
036122000010028,4000028,1323     ,4000028,OMR30
036122000010029,4000029,6513     ,4000029,OMR30
036122000010030,4000030,6523     ,4000030,OMR30
036122000010031,4000031,3323     ,4000031,OMR30
036122000010032,4000032,1123     ,4000032,OMR30
036122000010033,4000033,3533     ,4000033,OMR30
036122000010034,4000034,7533     ,4000034,OMR30
036122000010035,4000035,5321     ,4000035,OMR30
036122000010036,4000036,5323     ,4000036,OMR30
036122000010037,4000037,1323     ,4000037,OMR30
036122000010038,4000038,1123     ,4000038,OMR30
036122000010039,4000039,5533     ,4000039,OMR30
036122000010040,4000040,3131     ,4000040,OMR30
036122000010041,4000041,6321     ,4000041,OMR30
036122000010042,4000042,5131     ,4000042,OMR30
036122000010043,4000043,7523     ,4000043,OMR30
036122000010044,4000044,5323     ,4000044,OMR30
036122000010045,4000045,1121     ,4000045,OMR30
036122000010046,4000046,1323     ,4000046,OMR30
036122000010047,4000047,6333     ,4000047,OMR30
036122000010048,4000048,1323     ,4000048,OMR30
036122000010049,4000049,5521     ,4000049,OMR30
036122000010050,4000050,1133     ,4000050,OMR30
